Time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.0,0,6,8,-3,-4,6,-6,-40,-6,55,8,0
0.002,0,4,8,-1,-4,6,-6,-40,-8,53,6,1
0.004,0,4,6,-1,-4,4,-6,-42,-9,50,4,0
0.006,0,4,4,-3,-3,4,-6,-42,-13,48,3,0
0.008,0,4,3,-3,-1,4,-8,-42,-14,45,3,0
0.01,0,4,3,-3,-1,3,-9,-43,-17,43,0,0
0.012,0,3,3,-1,-1,3,-9,-43,-19,40,0,0
0.014,0,3,3,-1,-1,3,-9,-45,-19,39,0,0
0.016,0,3,3,-1,-1,1,-9,-45,-21,37,0,0
0.018,0,3,3,0,-3,3,-9,-45,-22,35,-1,0
0.02,-1,3,4,0,-4,3,-9,-45,-22,34,-3,0
0.022,-1,3,6,0,-4,4,-8,-45,-24,32,-4,0
0.024,-3,3,8,0,-6,4,-8,-47,-26,30,-6,0
0.026,-3,3,8,0,-6,4,-9,-48,-27,27,-8,0
0.028,-1,3,6,0,-4,3,-9,-50,-30,24,-9,0
0.03,0,3,4,-1,-1,3,-8,-50,-32,22,-11,0
0.032,0,3,1,-3,0,3,-8,-50,-32,21,-13,0
0.034,0,3,1,-3,0,1,-8,-48,-32,21,-13,0
0.036,1,1,0,-3,0,0,-6,-47,-32,21,-14,0
0.038,1,1,0,-3,0,0,-4,-45,-32,21,-14,0
0.04,1,1,0,-3,0,0,-3,-47,-34,19,-16,0
0.042,0,0,0,0,0,0,-1,-47,-35,16,-17,0
0.044,-1,0,0,0,-1,0,0,-47,-37,14,-19,0
0.046,-3,0,1,0,-3,0,0,-47,-37,13,-19,0
0.048,-3,0,1,0,-3,0,0,-47,-37,13,-21,0
0.05,-3,0,1,0,-3,0,1,-47,-35,13,-21,0
0.052,-3,0,3,0,-4,0,1,-47,-35,13,-21,0
0.054,-4,0,3,1,-4,0,3,-45,-34,14,-21,0
0.056,-4,0,4,1,-6,0,3,-45,-32,14,-21,0
0.058,-6,-1,4,3,-6,0,4,-43,-30,14,-22,0
0.06,-9,-4,3,4,-6,0,3,-43,-30,13,-24,-1
0.062,-9,-6,3,6,-8,-1,3,-43,-30,13,-26,-3
0.064,-9,-8,1,8,-6,-1,4,-45,-30,11,-27,-4
0.066,-11,-8,1,8,-6,-3,4,-45,-32,9,-29,-6
0.068,-11,-8,1,8,-6,-3,4,-45,-32,6,-30,-6
0.07,-11,-8,1,9,-6,-3,4,-45,-32,4,-32,-8
0.072,-9,-6,1,8,-6,-1,6,-43,-30,4,-32,-8
0.074,-8,-3,3,4,-6,0,8,-42,-29,4,-30,-8
0.076,-4,0,3,1,-4,0,9,-40,-26,6,-29,-8
0.078,-4,0,4,0,-4,1,11,-37,-22,6,-29,-6
0.08,-4,0,4,0,-4,1,11,-35,-19,8,-29,-8
0.082,-4,0,3,1,-4,0,13,-34,-17,8,-29,-8
0.084,-4,-1,3,1,-4,0,13,-34,-17,6,-30,-8
0.086,-4,-1,1,1,-3,0,13,-34,-17,6,-32,-9
0.088,-3,-1,0,1,-1,0,14,-34,-17,4,-34,-9
0.09,-1,0,0,0,-1,0,16,-34,-17,4,-34,-11
0.092,0,0,0,0,0,0,17,-34,-16,4,-34,-11
0.094,0,1,0,-1,0,0,19,-32,-14,4,-34,-11
0.096,0,0,1,0,-1,0,21,-30,-14,6,-35,-11
0.098,0,0,1,0,-1,0,24,-29,-13,6,-34,-11
0.1,0,0,1,0,-1,1,26,-27,-13,8,-34,-11
0.102,0,0,1,0,-1,0,26,-26,-11,9,-34,-11
0.104,-1,0,1,0,-3,0,26,-24,-11,8,-34,-13
0.106,-4,-3,1,3,-4,0,26,-24,-13,8,-35,-13
0.108,-8,-4,3,4,-6,0,26,-24,-13,6,-35,-14
0.11,-9,-4,4,6,-8,0,26,-22,-11,4,-35,-14
0.112,-11,-4,4,6,-9,0,26,-22,-9,4,-35,-14
0.114,-9,-4,4,6,-8,0,27,-21,-6,6,-37,-14
0.116,-9,-4,3,6,-6,0,27,-19,-4,8,-37,-14
0.118,-8,-4,1,4,-6,0,29,-16,-1,9,-37,-14
0.12,-8,-4,1,6,-6,-1,30,-14,0,9,-39,-14
0.122,-9,-6,1,6,-6,-1,30,-13,0,11,-39,-14
0.124,-9,-6,1,8,-8,-1,32,-11,1,13,-40,-14
0.126,-11,-6,3,8,-8,-1,34,-11,1,13,-42,-14
0.128,-11,-6,3,8,-8,-1,34,-9,1,13,-43,-16
0.13,-13,-6,4,9,-9,0,35,-9,3,13,-45,-16
0.132,-14,-6,4,9,-11,0,35,-8,3,14,-43,-17
0.134,-14,-4,6,8,-11,0,37,-6,6,16,-43,-16
0.136,-14,-4,8,8,-13,0,39,-4,8,17,-42,-16
0.138,-14,-3,9,8,-13,1,42,-1,9,19,-42,-14
0.14,-13,-1,9,6,-11,3,43,0,13,22,-40,-14
0.142,-11,-1,8,4,-9,1,45,0,13,22,-40,-14
0.144,-9,-1,6,4,-8,1,45,1,13,22,-42,-14
0.146,-8,-3,4,4,-8,0,43,1,13,22,-42,-14
0.148,-8,-3,3,4,-6,0,43,1,13,21,-43,-16
0.15,-8,-4,3,4,-6,0,42,1,14,21,-45,-16
0.152,-9,-6,3,6,-6,0,42,1,16,21,-47,-17
0.154,-11,-6,3,6,-8,0,43,3,17,21,-48,-19
0.156,-9,-4,4,6,-8,0,45,4,21,22,-48,-17
0.158,-9,-3,4,4,-8,0,48,8,24,26,-47,-17
0.16,-9,-3,6,4,-8,0,50,11,27,27,-47,-17
0.162,-9,-3,6,6,-9,0,53,13,29,29,-47,-17
0.164,-13,-3,6,8,-11,0,55,14,30,29,-48,-17
0.166,-16,-8,6,11,-13,0,55,14,30,27,-50,-17
0.168,-19,-11,6,14,-13,-1,55,14,29,27,-52,-19
0.17,-19,-13,4,16,-13,-3,56,16,30,26,-52,-19
0.172,-17,-11,4,14,-13,-3,56,17,32,27,-52,-19
0.174,-16,-9,4,11,-11,-1,58,19,34,29,-52,-19
0.176,-13,-6,4,9,-9,0,58,21,35,30,-50,-17
0.178,-13,-4,4,8,-9,0,60,22,39,34,-48,-17
0.18,-13,-4,6,8,-9,0,60,26,40,35,-47,-17
0.182,-13,-4,6,8,-11,0,60,26,42,35,-47,-17
0.184,-13,-4,6,8,-11,0,61,27,43,37,-45,-17
0.186,-13,-4,6,8,-11,0,61,27,43,37,-47,-16
0.188,-13,-4,6,8,-11,0,63,27,45,37,-47,-16
0.19,-14,-4,8,9,-11,0,63,26,45,37,-48,-16
0.192,-16,-6,8,9,-13,0,65,27,47,39,-48,-16
0.194,-16,-6,8,9,-13,0,66,29,50,40,-50,-16
0.196,-17,-6,9,9,-14,0,66,32,53,42,-50,-16
0.198,-17,-6,11,11,-14,1,68,34,56,43,-50,-16
0.2,-17,-4,11,11,-14,1,68,37,60,45,-48,-16
0.202,-16,-4,11,9,-14,1,68,39,61,45,-48,-16
0.204,-16,-3,11,9,-14,3,66,40,65,47,-48,-16
0.206,-16,-3,13,9,-16,3,65,42,65,45,-48,-17
0.208,-16,-3,13,9,-16,3,63,42,65,45,-48,-17
0.21,-17,-4,13,11,-16,3,61,42,65,45,-50,-17
0.212,-21,-4,14,11,-17,3,60,40,66,43,-50,-19
0.214,-22,-4,17,13,-21,4,58,42,68,45,-50,-19
0.216,-24,-3,21,11,-22,6,58,43,69,47,-48,-17
0.218,-24,0,22,11,-24,9,58,47,73,48,-48,-17
0.22,-24,0,24,9,-26,11,58,48,74,48,-48,-19
0.222,-24,0,26,9,-26,11,58,48,74,48,-50,-21
0.224,-22,0,24,9,-24,11,56,50,74,48,-52,-22
0.226,-22,0,22,9,-24,9,56,50,74,48,-52,-24
0.228,-22,0,21,11,-22,8,55,50,73,47,-53,-24
0.23,-22,0,21,11,-22,8,55,50,73,47,-53,-24
0.232,-21,0,19,9,-21,8,55,52,74,47,-53,-24
0.234,-19,0,19,8,-19,8,55,53,76,48,-52,-24
0.236,-19,0,19,8,-19,8,55,55,79,52,-52,-24
0.238,-17,0,19,6,-19,9,56,58,82,55,-50,-24
0.24,-19,1,21,6,-21,9,56,60,84,56,-48,-24
0.242,-19,0,21,8,-21,11,56,61,86,58,-48,-24
0.244,-21,0,21,8,-22,9,56,61,87,58,-48,-26
0.246,-21,0,21,8,-21,9,58,60,87,56,-48,-26
0.248,-19,0,21,6,-21,9,58,60,86,55,-48,-27
0.25,-17,0,19,6,-19,9,58,60,86,53,-50,-27
0.252,-16,1,17,4,-17,9,58,60,86,53,-48,-29
0.254,-16,1,17,4,-19,9,60,60,87,55,-48,-29
0.256,-19,0,19,8,-21,9,60,63,91,56,-48,-29
0.258,-22,0,22,9,-24,11,61,65,94,58,-48,-27
0.26,-24,0,24,9,-26,11,63,68,97,61,-48,-27
0.262,-24,0,24,11,-26,11,65,71,100,63,-48,-27
0.264,-26,0,24,11,-26,11,65,71,100,63,-50,-29
0.266,-24,0,22,11,-24,9,65,71,100,63,-52,-29
0.268,-22,0,21,11,-22,9,66,71,100,63,-52,-29
0.27,-21,0,21,9,-21,9,68,71,102,63,-50,-29
0.272,-19,0,19,8,-19,9,68,73,104,63,-50,-27
0.274,-17,0,19,6,-19,9,69,74,105,65,-48,-27
0.276,-17,0,17,6,-17,9,69,74,105,65,-48,-27
0.278,-17,0,17,8,-17,8,69,76,107,65,-48,-29
0.28,-17,0,16,8,-17,6,69,76,107,65,-50,-32
0.282,-16,0,16,6,-17,6,68,76,109,65,-52,-34
0.284,-16,0,16,6,-16,8,69,78,109,65,-52,-34
0.286,-16,0,16,6,-17,8,68,78,110,65,-53,-35
0.288,-16,1,17,4,-17,8,68,78,110,65,-53,-35
0.29,-14,1,17,4,-16,9,69,81,112,65,-53,-35
0.292,-14,3,17,4,-16,9,69,82,113,68,-52,-35
0.294,-17,1,17,6,-17,9,69,84,117,69,-52,-35
0.296,-21,0,19,9,-21,9,68,84,118,71,-52,-35
0.298,-24,0,21,11,-22,8,68,84,120,74,-52,-37
0.3,-24,0,21,11,-22,9,69,84,120,74,-53,-37
0.302,-22,0,21,11,-22,9,69,84,122,76,-53,-37
0.304,-21,0,21,9,-21,9,69,84,120,76,-55,-37
0.306,-17,1,21,6,-19,11,69,84,120,76,-55,-39
0.308,-16,4,21,3,-19,13,69,84,120,76,-55,-39
0.31,-13,8,22,1,-19,14,71,84,123,78,-53,-37
0.312,-13,11,26,0,-19,17,73,86,126,81,-50,-35
0.314,-13,14,29,0,-21,21,73,89,133,86,-47,-34
0.316,-14,19,34,-1,-24,26,74,92,139,91,-43,-30
0.318,-16,22,39,-3,-27,30,76,97,146,96,-40,-29
0.32,-17,26,45,-3,-30,35,78,100,151,100,-37,-27
0.322,-17,30,50,-4,-34,40,79,104,156,105,-35,-26
0.324,-17,35,53,-8,-35,43,81,107,159,107,-34,-24
0.326,-16,39,55,-9,-35,47,82,109,162,109,-34,-24
0.328,-17,40,58,-11,-37,48,82,109,164,110,-34,-26
0.33,-17,42,60,-11,-39,50,84,112,167,112,-32,-26
0.332,-17,43,63,-13,-42,53,86,115,172,117,-30,-24
0.334,-19,47,68,-13,-43,56,89,122,177,122,-27,-24
0.336,-19,50,71,-16,-45,61,92,130,183,126,-22,-21
0.338,-17,56,76,-19,-47,66,96,138,190,133,-17,-19
0.34,-16,63,79,-22,-47,71,100,146,198,139,-13,-16
0.342,-13,69,84,-27,-48,78,105,154,205,144,-8,-13
0.344,-13,76,91,-30,-52,82,109,159,211,149,-4,-11
0.346,-13,81,96,-34,-53,89,109,164,218,152,-1,-9
0.348,-13,87,100,-37,-56,94,109,164,221,156,0,-6
0.35,-11,92,105,-39,-58,99,107,162,222,157,1,-4
0.352,-11,96,107,-42,-58,100,104,157,222,159,1,-4
0.354,-9,97,109,-43,-58,102,99,151,219,159,3,-3
0.356,-8,99,109,-45,-58,102,92,143,214,159,3,-3
0.358,-6,100,107,-45,-56,102,86,133,209,157,3,-3
0.36,-3,99,104,-47,-53,100,81,125,203,154,1,-4
0.362,-3,96,99,-45,-52,97,76,117,196,149,0,-8
0.364,-4,89,94,-42,-48,91,71,110,188,143,-3,-11
0.366,-4,81,87,-37,-47,84,65,104,179,135,-8,-16
0.368,-8,73,81,-32,-43,76,60,97,170,128,-14,-19
0.37,-11,63,74,-26,-42,68,53,92,162,122,-19,-24
0.372,-14,52,66,-17,-40,58,48,87,156,115,-26,-29
0.374,-17,42,60,-11,-39,50,43,86,151,112,-30,-32
0.376,-19,34,53,-8,-37,43,40,84,148,109,-34,-35
0.378,-19,27,47,-4,-34,37,39,84,146,105,-37,-39
0.38,-19,21,40,-1,-29,29,35,84,144,104,-39,-42
0.382,-19,11,32,1,-26,21,34,84,143,100,-42,-45
0.384,-19,3,24,6,-22,13,32,84,139,97,-45,-47
0.386,-21,-1,16,9,-19,4,30,84,136,92,-48,-50
0.388,-21,-9,8,14,-14,0,29,84,133,89,-50,-52
0.39,-21,-16,1,17,-11,-6,29,82,130,86,-53,-53
0.392,-19,-22,-3,19,-6,-13,27,81,126,82,-55,-55
0.394,-16,-26,-9,19,-1,-17,29,81,126,81,-55,-56
0.396,-13,-27,-14,17,0,-21,30,82,128,82,-53,-56
0.398,-11,-27,-16,17,1,-22,32,84,130,84,-52,-55
0.4,-9,-30,-19,19,3,-26,32,86,130,86,-48,-53
0.402,-9,-32,-21,19,4,-27,32,86,131,87,-47,-53
0.404,-9,-34,-24,21,6,-30,32,87,133,89,-45,-52
0.406,-9,-37,-27,22,8,-34,32,86,133,91,-43,-52
0.408,-9,-42,-30,24,8,-37,30,86,131,92,-43,-52
0.41,-11,-45,-34,27,9,-40,29,84,131,91,-43,-52
0.412,-13,-48,-34,30,9,-42,27,82,131,91,-43,-52
0.414,-16,-52,-35,32,8,-43,27,82,131,91,-45,-53
0.416,-17,-53,-34,34,6,-43,27,84,133,91,-45,-55
0.418,-19,-52,-30,35,4,-42,30,86,135,92,-47,-55
0.42,-21,-48,-27,34,1,-39,32,87,136,92,-47,-55
0.422,-22,-47,-22,34,0,-35,35,87,136,94,-47,-56
0.424,-26,-43,-17,34,-3,-32,39,86,136,92,-48,-58
0.426,-29,-42,-13,35,-6,-27,40,86,135,91,-50,-60
0.428,-32,-40,-6,35,-11,-24,43,84,133,89,-52,-60
0.43,-34,-35,-1,34,-14,-19,45,84,133,87,-52,-61
0.432,-35,-32,1,32,-17,-14,47,84,135,89,-52,-61
0.434,-35,-29,4,32,-21,-11,48,84,136,89,-50,-61
0.436,-35,-27,6,30,-21,-9,50,86,138,92,-50,-61
0.438,-35,-27,8,30,-22,-9,50,89,141,94,-48,-61
0.44,-37,-27,8,30,-22,-9,52,91,143,97,-48,-61
0.442,-37,-29,8,32,-22,-9,52,92,143,99,-47,-61
0.444,-39,-29,8,32,-22,-9,52,92,143,99,-47,-61
0.446,-39,-27,8,32,-22,-9,52,94,143,100,-45,-61
0.448,-37,-27,8,32,-22,-8,52,96,144,102,-43,-60
0.45,-37,-27,8,32,-22,-8,52,96,144,104,-43,-60
0.452,-37,-26,8,30,-22,-8,52,96,144,104,-42,-58
0.454,-34,-24,8,27,-21,-6,52,96,146,105,-40,-58
0.456,-30,-19,9,24,-21,-4,52,97,148,109,-39,-55
0.458,-29,-17,9,22,-19,-3,52,99,149,110,-39,-53
0.46,-32,-19,11,24,-21,-3,52,99,149,110,-39,-55
0.462,-35,-22,11,27,-22,-4,50,99,148,110,-40,-55
0.464,-35,-22,11,29,-24,-4,50,97,146,110,-40,-56
0.466,-37,-22,11,29,-24,-4,50,97,144,109,-40,-56
0.468,-37,-22,13,29,-24,-4,50,96,141,109,-40,-56
0.47,-39,-22,13,29,-26,-4,50,94,139,107,-40,-56
0.472,-39,-22,14,30,-27,-4,48,92,136,105,-40,-58
0.474,-39,-22,14,30,-27,-3,48,91,136,105,-40,-58
0.476,-39,-19,16,27,-27,-1,48,92,138,107,-39,-56
0.478,-37,-17,16,26,-27,0,50,94,141,109,-37,-56
0.48,-37,-19,16,27,-27,0,50,94,143,110,-35,-56
0.482,-39,-21,16,29,-27,-1,48,94,143,112,-35,-56
0.484,-40,-21,16,29,-29,-1,48,92,143,110,-35,-56
0.486,-39,-21,16,29,-29,-1,48,92,141,110,-35,-56
0.488,-37,-17,17,26,-27,0,48,91,141,110,-34,-56
0.49,-35,-16,17,24,-27,0,48,91,141,110,-32,-56
0.492,-34,-13,19,22,-27,1,48,91,141,110,-30,-56
0.494,-32,-9,19,19,-26,3,50,92,143,110,-29,-56
0.496,-27,-4,21,16,-24,6,52,96,143,112,-27,-56
0.498,-26,-1,22,13,-24,8,56,100,146,115,-26,-56
0.5,-26,-1,22,11,-24,8,63,112,151,117,-26,-56
0.502,-26,-1,22,13,-24,8,74,133,162,122,-26,-58
0.504,-27,-1,22,13,-24,8,89,159,177,126,-24,-60
0.506,-27,-3,21,14,-24,6,104,185,192,131,-24,-61
0.508,-27,-4,21,14,-24,6,115,196,196,135,-24,-63
0.51,-27,-3,22,14,-26,8,115,185,185,135,-22,-63
0.512,-26,0,26,11,-26,11,104,144,156,131,-19,-60
0.514,-24,4,30,8,-27,16,74,78,112,130,-13,-53
0.516,-21,13,34,1,-29,22,29,-13,53,131,-1,-43
0.518,-14,24,39,-4,-26,30,-35,-131,-14,139,14,-30
0.52,-3,39,42,-17,-22,40,-125,-278,-97,156,43,-8
0.522,9,60,48,-35,-17,53,-240,-457,-205,179,84,19
0.524,29,87,56,-60,-13,71,-382,-670,-343,206,138,60
0.526,52,122,68,-87,-6,94,-545,-911,-515,227,200,109
0.528,78,157,78,-118,0,117,-727,-1181,-733,234,268,165
0.53,104,196,91,-151,4,143,-930,-1482,-1004,216,340,229
0.532,135,239,102,-188,14,170,-1155,-1814,-1326,174,418,301
0.534,169,286,115,-229,26,200,-1397,-2177,-1695,104,499,384
0.536,208,335,125,-273,39,229,-1653,-2556,-2100,9,587,471
0.538,247,384,133,-317,55,258,-1903,-2932,-2520,-102,675,566
0.54,289,436,143,-364,71,288,-2136,-3280,-2930,-229,764,662
0.542,333,493,156,-414,86,323,-2338,-3581,-3310,-366,855,759
0.544,379,551,172,-467,100,361,-2501,-3824,-3643,-507,945,857
0.546,423,610,187,-517,115,398,-2628,-4009,-3928,-655,1033,953
0.548,463,663,196,-564,130,429,-2714,-4135,-4162,-816,1109,1043
0.55,499,704,203,-603,146,454,-2763,-4201,-4344,-997,1166,1117
0.552,528,732,201,-631,161,467,-2774,-4213,-4480,-1209,1192,1174
0.554,546,742,193,-646,174,467,-2753,-4180,-4572,-1453,1186,1210
0.556,558,738,179,-647,187,457,-2704,-4112,-4626,-1718,1148,1227
0.558,561,722,159,-642,198,441,-2637,-4021,-4647,-1996,1085,1230
0.56,559,701,139,-631,208,419,-2558,-3915,-4637,-2268,1000,1220
0.562,553,672,117,-613,216,395,-2471,-3803,-4603,-2524,904,1202
0.564,540,639,96,-592,221,367,-2385,-3692,-4551,-2753,800,1178
0.566,527,603,73,-566,226,338,-2299,-3583,-4480,-2945,693,1148
0.568,510,566,52,-540,227,309,-2214,-3479,-4397,-3100,587,1117
0.57,493,527,32,-510,229,279,-2135,-3378,-4301,-3212,488,1087
0.572,476,491,11,-484,231,250,-2056,-3280,-4193,-3279,405,1059
0.574,462,455,-6,-460,234,222,-1980,-3183,-4071,-3296,343,1039
0.576,452,424,-27,-439,239,196,-1907,-3080,-3936,-3261,307,1028
0.578,442,392,-48,-418,245,169,-1834,-2973,-3786,-3181,299,1025
0.58,432,362,-69,-398,250,144,-1764,-2864,-3625,-3064,315,1033
0.582,426,335,-91,-382,258,120,-1692,-2748,-3456,-2921,349,1046
0.584,424,309,-113,-367,268,96,-1620,-2624,-3279,-2758,395,1067
0.586,423,283,-139,-354,281,69,-1547,-2494,-3096,-2587,449,1088
0.588,424,255,-169,-341,296,40,-1471,-2358,-2909,-2410,502,1111
0.59,426,226,-200,-327,312,11,-1394,-2216,-2722,-2232,553,1131
0.592,427,196,-231,-314,328,-16,-1314,-2071,-2533,-2060,597,1145
0.594,426,164,-262,-296,343,-47,-1233,-1926,-2348,-1895,628,1148
0.596,419,130,-289,-276,354,-78,-1150,-1783,-2170,-1746,641,1140
0.598,410,94,-314,-252,361,-109,-1069,-1645,-2001,-1615,634,1119
0.6,395,60,-335,-227,364,-136,-986,-1511,-1845,-1502,611,1085
0.602,377,24,-353,-201,364,-164,-906,-1381,-1697,-1402,572,1041
0.604,356,-13,-371,-170,362,-192,-825,-1253,-1550,-1310,524,984
0.606,333,-55,-390,-138,361,-222,-742,-1117,-1402,-1217,465,919
0.608,310,-102,-414,-102,361,-258,-655,-976,-1246,-1117,401,841
0.61,286,-156,-444,-63,364,-301,-566,-828,-1083,-1012,333,755
0.612,262,-213,-478,-24,369,-344,-476,-676,-917,-901,263,660
0.614,240,-268,-510,13,375,-390,-387,-525,-753,-789,192,559
0.616,219,-320,-541,48,380,-431,-301,-382,-597,-680,122,458
0.618,198,-364,-566,79,382,-465,-221,-248,-452,-577,56,359
0.62,179,-398,-580,107,379,-489,-146,-128,-318,-481,0,265
0.622,157,-421,-580,128,369,-501,-79,-21,-201,-393,-50,177
0.624,135,-431,-566,144,349,-499,-21,68,-99,-315,-94,97
0.626,110,-424,-535,154,322,-480,29,146,-9,-245,-128,27
0.628,82,-405,-488,157,284,-445,76,211,66,-183,-152,-27
0.63,53,-375,-429,159,240,-401,117,266,133,-128,-170,-78
0.632,24,-340,-366,156,193,-353,152,312,190,-79,-182,-118
0.634,0,-302,-301,151,148,-302,183,351,240,-37,-187,-149
0.636,-24,-265,-239,144,105,-252,211,385,284,0,-188,-174
0.638,-43,-229,-183,136,66,-206,235,416,325,32,-182,-190
0.64,-58,-193,-133,125,35,-164,258,447,366,68,-172,-201
0.642,-66,-162,-92,113,11,-128,279,476,403,102,-157,-205
0.644,-73,-136,-60,104,-4,-99,296,502,436,133,-141,-206
0.646,-76,-115,-37,94,-19,-76,310,522,463,157,-128,-205
0.648,-76,-97,-19,86,-26,-60,320,537,483,177,-115,-201
0.65,-74,-86,-9,79,-30,-48,327,546,497,188,-107,-198
0.652,-73,-78,-4,74,-32,-42,331,554,509,196,-100,-196
0.654,-73,-74,-1,73,-34,-39,335,559,515,201,-97,-196
0.656,-73,-74,0,73,-34,-37,336,564,522,205,-96,-196
0.658,-73,-73,0,73,-35,-37,340,567,527,208,-96,-196
0.66,-73,-74,0,73,-35,-37,341,571,532,209,-96,-196
0.662,-74,-76,0,74,-37,-39,341,574,535,211,-97,-198
0.664,-78,-79,0,78,-37,-40,340,576,537,209,-100,-201
0.666,-81,-82,0,81,-40,-42,340,577,538,209,-104,-205
0.668,-84,-84,0,82,-40,-42,338,580,541,208,-107,-206
0.67,-84,-82,0,82,-42,-40,338,584,545,208,-109,-208
0.672,-82,-81,0,81,-42,-39,340,589,550,209,-110,-208
0.674,-82,-79,1,79,-43,-37,341,593,554,213,-110,-208
0.676,-84,-78,4,81,-45,-35,343,598,561,216,-110,-208
0.678,-86,-78,8,81,-48,-34,343,605,567,219,-112,-208
0.68,-89,-76,11,81,-50,-30,346,610,574,222,-112,-208
0.682,-89,-73,14,81,-52,-29,349,615,580,226,-112,-206
0.684,-89,-73,14,79,-52,-27,351,620,585,227,-112,-206
0.686,-87,-73,14,79,-52,-29,353,623,589,227,-113,-208
0.688,-87,-73,13,79,-50,-29,354,626,592,227,-117,-209
0.69,-87,-74,13,79,-50,-30,354,629,595,227,-117,-211
0.692,-87,-74,11,79,-50,-30,356,634,598,229,-118,-213
0.694,-87,-76,11,81,-50,-32,358,639,605,232,-117,-213
0.696,-89,-76,11,81,-50,-32,359,644,611,235,-117,-214
0.698,-89,-76,11,82,-50,-32,359,650,618,239,-117,-214
0.7,-91,-76,13,82,-52,-30,361,657,624,240,-117,-216
0.702,-92,-76,14,84,-53,-30,362,663,631,242,-118,-216
0.704,-92,-76,14,84,-53,-29,364,670,637,244,-118,-218
0.706,-92,-74,16,82,-55,-29,366,675,642,245,-120,-218
0.708,-92,-74,16,82,-53,-29,367,681,647,247,-122,-219
0.71,-91,-73,16,81,-53,-27,371,686,654,250,-122,-219
0.712,-91,-73,16,81,-53,-27,374,693,660,253,-120,-218
0.714,-91,-74,16,81,-53,-29,377,699,667,257,-120,-218
0.716,-92,-74,16,82,-53,-29,380,707,675,260,-120,-218
0.718,-92,-76,16,82,-53,-29,384,714,681,263,-122,-218
0.72,-92,-76,16,82,-53,-29,387,722,688,266,-123,-218
0.722,-92,-76,16,84,-55,-29,392,729,694,268,-125,-218
0.724,-92,-78,14,84,-53,-30,395,735,701,270,-126,-219
0.726,-94,-78,14,84,-53,-30,398,742,706,270,-130,-221
0.728,-94,-79,14,86,-53,-32,400,746,711,270,-133,-222
0.73,-92,-78,14,84,-53,-30,403,753,716,270,-135,-224
0.732,-92,-76,14,82,-53,-30,405,759,722,273,-135,-226
0.734,-91,-74,16,82,-53,-29,408,768,730,275,-135,-226
0.736,-94,-76,16,84,-55,-29,410,774,738,278,-136,-227
0.738,-96,-78,16,86,-56,-30,413,782,745,281,-136,-229
0.74,-97,-81,14,89,-56,-32,416,789,753,283,-138,-231
0.742,-97,-86,13,91,-55,-35,419,795,758,284,-141,-234
0.744,-99,-89,8,92,-53,-39,423,802,764,286,-144,-235
0.746,-100,-92,6,96,-53,-42,426,807,769,286,-149,-237
0.748,-100,-96,4,97,-53,-45,431,813,774,286,-151,-240
0.75,-102,-96,4,97,-53,-45,436,820,781,288,-154,-242
0.752,-104,-97,4,99,-53,-45,441,828,787,291,-156,-242
0.754,-104,-97,6,99,-55,-45,447,834,794,292,-159,-244
0.756,-105,-97,6,99,-56,-45,452,844,802,296,-161,-247
0.758,-107,-97,8,100,-56,-43,458,852,810,299,-161,-248
0.76,-109,-99,8,102,-58,-45,465,859,816,302,-164,-250
0.762,-112,-100,9,105,-60,-45,470,867,823,304,-165,-252
0.764,-113,-102,9,107,-61,-43,476,873,829,305,-167,-253
0.766,-115,-104,11,109,-63,-43,483,880,834,305,-170,-257
0.768,-117,-104,13,109,-65,-43,489,885,839,305,-174,-258
0.77,-117,-102,14,109,-66,-42,496,891,844,307,-175,-260
0.772,-117,-100,14,109,-66,-40,502,898,849,307,-177,-260
0.774,-118,-100,16,109,-68,-40,509,903,854,309,-180,-262
0.776,-120,-100,19,109,-69,-39,515,909,860,309,-182,-263
0.778,-122,-99,21,110,-71,-37,524,916,867,310,-183,-265
0.78,-123,-99,22,110,-74,-37,530,922,873,312,-185,-266
0.782,-125,-100,24,112,-74,-35,535,929,878,312,-188,-270
0.784,-126,-100,24,112,-76,-35,541,934,882,312,-192,-275
0.786,-128,-102,24,113,-76,-37,546,938,885,310,-196,-279
0.788,-130,-104,24,117,-78,-39,551,942,888,309,-201,-283
0.79,-131,-105,24,117,-78,-39,558,945,890,307,-205,-288
0.792,-131,-105,24,117,-78,-39,564,950,895,307,-208,-291
0.794,-131,-105,24,117,-79,-39,571,955,899,309,-211,-294
0.796,-135,-107,24,120,-79,-39,577,961,904,309,-214,-296
0.798,-136,-109,26,122,-81,-40,584,965,908,309,-218,-299
0.8,-138,-110,26,123,-82,-40,590,969,912,310,-221,-302
0.802,-139,-112,26,125,-82,-42,597,974,916,309,-226,-305
0.804,-143,-117,24,128,-84,-45,603,979,919,307,-231,-310
0.806,-146,-120,22,131,-84,-47,608,982,922,305,-235,-315
0.808,-148,-123,22,135,-86,-48,615,986,924,302,-242,-320
0.81,-151,-126,22,138,-87,-50,620,989,927,299,-248,-327
0.812,-154,-130,24,141,-89,-52,624,994,932,297,-253,-331
0.814,-157,-131,26,143,-92,-52,629,999,937,296,-260,-338
0.816,-159,-131,26,144,-94,-50,636,1004,942,294,-265,-343
0.818,-161,-131,27,144,-94,-50,642,1008,947,294,-270,-348
